Date,AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,VZ,WMT,XOM,,AA,AXP,BA,BAC,CAT,CSCO,CVX,DD,DIS,GE,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,PFE,PG,T,TRV,VZ,WMT,XOM
2008-01-09 00:00:00,63.9274978637695,37.8279724121094,58.8498344421387,28.8045921325684,43.052978515625,17.7946376800537,49.2368125915527,32.4978942871094,25.5041007995606,102.030570983887,16.356107711792,13.5604000091553,54.9035034179688,14.0107831954956,42.0453262329102,26.5026836395264,19.7211093902588,36.3302574157715,36.6601943969727,32.4002838134766,25.0147323608398,11.802638053894,44.8458023071289,8.74982643127441,34.35498046875,17.4401035308838,10.9782695770264,51.0630226135254,,0.008,0.024,0.005,0.009,0.001,0.032,0.018,-0.008,-0.012,0.011,0.000,0.029,0.007,0.022,0.013,0.014,0.027,0.007,0.000,0.014,0.030,0.019,-0.002,-0.004,0.013,0.011,0.020,0.017
2008-01-10 00:00:00,64.3162231445313,37.7046623229981,60.3595771789551,29.2209701538086,43.1682319641113,17.7946376800537,48.8804359436035,32.7911567687988,25.9353713989258,102.372589111328,16.7198753356934,13.8350162506104,55.8026390075684,13.881443977356,42.1135368347168,27.2070560455322,19.8087310791016,36.7727661132813,36.6693420410156,32.3842315673828,24.93483543396,11.8815860748291,44.8087196350098,8.83956909179688,34.6506271362305,17.842529296875,11.3293867111206,51.1187896728516,,0.006,-0.003,0.026,0.014,0.003,0.000,-0.007,0.009,0.017,0.003,0.022,0.020,0.016,-0.009,0.002,0.027,0.004,0.012,0.000,0.000,-0.003,0.007,-0.001,0.010,0.009,0.023,0.032,0.001
2008-01-11 00:00:00,64.9094619750977,33.9126205444336,59.0110816955566,28.6261348724365,42.2717132568359,17.5437240600586,48.2262115478516,32.2046394348145,25.639404296875,100.235076904297,16.342887878418,13.7312660217285,54.5460739135742,13.5427188873291,42.0949325561523,26.8976535797119,19.2678909301758,34.3389549255371,35.4669952392578,32.4270629882813,24.6297721862793,11.8519763946533,43.3867797851563,8.57034587860107,34.5767135620117,17.45241355896,11.1702146530151,50.360294342041,,0.009,-0.101,-0.022,-0.020,-0.021,-0.014,-0.013,-0.018,-0.011,-0.021,-0.023,-0.007,-0.023,-0.024,0.000,-0.011,-0.027,-0.066,-0.033,0.001,-0.012,-0.002,-0.032,-0.030,-0.002,-0.022,-0.014,-0.015
2008-01-14 00:00:00,67.3028793334961,34.2980003356934,59.8539047241211,29.1614837646484,43.0785903930664,17.8285465240479,48.3538665771484,32.9599952697754,25.6647682189941,101.061592102051,16.792631149292,14.0760803222656,57.4836349487305,14.2140102386475,42.1383285522461,27.2268085479736,19.428035736084,34.7435531616211,35.8875732421875,32.0147132873535,24.9784107208252,11.8273105621338,43.4548034667969,8.63989353179932,34.3012351989746,17.6536350250244,11.1585102081299,50.6558990478516,,0.037,0.011,0.014,0.019,0.019,0.016,0.003,0.023,0.001,0.008,0.028,0.025,0.054,0.050,0.001,0.012,0.008,0.012,0.012,-0.013,0.014,-0.002,0.002,0.008,-0.008,0.012,-0.001,0.006
2008-01-15 00:00:00,63.8047943115234,32.9646072387695,57.061653137207,28.1651458740234,41.8810958862305,17.5301609039307,46.9496688842773,32.0091438293457,25.2419586181641,98.4110565185547,16.7794017791748,13.7465305328369,56.8692932128906,13.9738254547119,42.0205192565918,25.7851467132568,19.2195453643799,33.9849510192871,35.284122467041,31.1578464508057,24.6951408386231,11.6398143768311,43.0900611877441,8.44246006011963,33.3807106018066,17.3169002532959,10.9993381500244,49.6464538574219,,-0.052,-0.039,-0.047,-0.034,-0.028,-0.017,-0.029,-0.029,-0.016,-0.026,-0.001,-0.023,-0.011,-0.017,-0.003,-0.053,-0.011,-0.022,-0.017,-0.027,-0.011,-0.016,-0.008,-0.023,-0.027,-0.019,-0.014,-0.020
2008-01-16 00:00:00,62.6591835021973,34.0975914001465,58.5347061157227,28.7674102783203,41.1574401855469,17.055456161499,45.8752746582031,31.8402996063232,25.2250442504883,98.4965438842773,17.4209423065186,13.5298776626587,56.7576370239258,12.2432632446289,42.3615875244141,27.2728824615479,18.9294967651367,33.1315383911133,35.338981628418,31.2488746643066,24.1358757019043,11.5460624694824,42.7731628417969,8.49630641937256,33.6965217590332,17.3785018920898,11.1163749694824,48.2577896118164,,-0.018,0.034,0.026,0.021,-0.017,-0.027,-0.023,-0.005,-0.001,0.001,0.038,-0.016,-0.002,-0.124,0.008,0.058,-0.015,-0.025,0.002,0.003,-0.023,-0.008,-0.007,0.006,0.009,0.004,0.011,-0.028
2008-01-17 00:00:00,58.8951187133789,32.8875350952148,58.2782020568848,27.4439144134522,40.230094909668,16.4993762969971,44.0136566162109,30.7827987670898,24.3286800384522,94.6490478515625,17.361421585083,13.1209955215454,56.4616584777832,11.9045429229736,42.0639228820801,26.3578643798828,18.7451801300049,32.8596992492676,34.2692184448242,29.3851928710938,24.048713684082,11.328953742981,42.294734954834,8.36842441558838,31.8689079284668,16.7994956970215,11.1140365600586,46.7966270446777,,-0.060,-0.035,-0.004,-0.046,-0.023,-0.033,-0.041,-0.033,-0.036,-0.039,-0.003,-0.030,-0.005,-0.028,-0.007,-0.034,-0.010,-0.008,-0.030,-0.060,-0.004,-0.019,-0.011,-0.015,-0.054,-0.033,0.000,-0.030
2008-01-18 00:00:00,59.5292816162109,33.6120185852051,57.4573936462402,26.7449951171875,40.4490547180176,16.4790287017822,44.3912925720215,31.0493927001953,24.1088161468506,97.7840423583984,17.3812599182129,13.3498506546021,57.7461433410645,11.7013082504273,41.1089172363281,26.0616321563721,18.3523921966553,33.1252098083496,34.2463607788086,28.5550994873047,23.9760799407959,11.1019792556763,41.7231063842773,8.10143756866455,31.0357265472412,16.052116394043,11.1374406814575,47.4491119384766,,0.011,0.022,-0.014,-0.025,0.005,-0.001,0.009,0.009,-0.009,0.033,0.001,0.017,0.023,-0.017,-0.023,-0.011,-0.021,0.008,-0.001,-0.028,-0.003,-0.020,-0.014,-0.032,-0.026,-0.044,0.002,0.014
2008-01-22 00:00:00,58.8951187133789,33.4039192199707,56.8710784912109,27.8008060455322,41.0994873046875,15.922947883606,43.2158432006836,31.0493927001953,23.7790241241455,97.0430603027344,18.6511211395264,13.0355548858643,56.5286521911621,11.4611234664917,40.4763717651367,26.8976535797119,17.7632083892822,33.1568298339844,34.3606452941895,27.5000724792481,23.2134342193604,10.9687566757202,40.4679870605469,8.06778812408447,31.0223083496094,15.5347051620483,11.5166482925415,45.9823837280273,,-0.011,-0.006,-0.010,0.039,0.016,-0.034,-0.026,0.000,-0.014,-0.008,0.073,-0.024,-0.021,-0.021,-0.015,0.032,-0.032,0.001,0.003,-0.037,-0.032,-0.012,-0.030,-0.004,0.000,-0.032,0.034,-0.031
2008-01-23 00:00:00,59.7133750915527,35.6159553527832,56.1162071228027,30.1652545928955,41.9109039306641,16.2959308624268,43.3222160339356,32.311279296875,24.1172771453857,98.5820617675781,19.8085517883301,13.1789741516113,59.254020690918,12.3048486709595,39.8128395080566,30.09694480896,17.7873764038086,33.5108222961426,34.7903861999512,26.9431247711182,23.1916427612305,11.2796125411987,41.1576843261719,8.23156356811523,31.190279006958,15.6332578659058,11.7413654327393,46.5400733947754,,0.014,0.066,-0.013,0.085,0.020,0.023,0.002,0.041,0.014,0.016,0.062,0.011,0.048,0.074,-0.016,0.119,0.001,0.011,0.013,-0.020,-0.001,0.028,0.017,0.020,0.005,0.006,0.020,0.012
2008-01-24 00:00:00,63.0274047851563,36.3096199035645,56.8857460021973,29.6670818328857,42.0203971862793,17.0283355712891,44.5030174255371,32.0002365112305,24.7176685333252,98.753044128418,19.5506076812744,13.6977071762085,59.7063598632813,12.7421073913574,39.384937286377,29.5966472625732,18.0925445556641,34.136661529541,34.6212310791016,26.5414562225342,24.1503963470459,11.3733596801758,41.1017646789551,8.02067279815674,31.1835613250732,15.6989622116089,11.4487648010254,47.9622077941895,,0.055,0.019,0.014,-0.017,0.003,0.045,0.027,-0.010,0.025,0.002,-0.013,0.039,0.008,0.036,-0.011,-0.017,0.017,0.019,-0.005,-0.015,0.041,0.008,-0.001,-0.026,0.000,0.004,-0.025,0.031
2008-01-25 00:00:00,62.7819290161133,35.0224800109863,56.4533462524414,29.3547859191895,42.4582939147949,16.4112148284912,43.5190238952637,32.2668533325195,24.252571105957,96.9005737304688,18.8693790435791,13.3467998504639,58.3716201782227,12.3171653747559,38.7337913513184,28.7276840209961,17.6483879089356,34.1998977661133,34.5206489562988,25.5935497283936,23.9252395629883,11.1562585830689,40.5798301696777,7.91073846817017,30.5250778198242,15.5059585571289,11.2568244934082,46.8133506774902,,-0.004,-0.035,-0.008,-0.011,0.010,-0.036,-0.022,0.008,-0.019,-0.019,-0.035,-0.026,-0.022,-0.033,-0.017,-0.029,-0.025,0.002,-0.003,-0.036,-0.009,-0.019,-0.013,-0.014,-0.021,-0.012,-0.017,-0.024
2008-01-28 00:00:00,64.377555847168,36.5331344604492,56.8710784912109,30.6336975097656,43.9266014099121,16.3433990478516,44.0721893310547,33.4043159484863,24.8360576629639,98.9525833129883,19.2728328704834,13.3651027679443,58.6285285949707,12.4957637786865,39.1120567321777,29.9982013702393,17.950532913208,32.2844314575195,35.4029884338379,26.3754386901856,23.7654418945313,11.3437595367432,40.5674133300781,8.16650199890137,32.2518997192383,15.6496858596802,11.4019536972046,47.4770164489746,,0.025,0.043,0.007,0.044,0.035,-0.004,0.013,0.035,0.024,0.021,0.021,0.001,0.004,0.014,0.010,0.044,0.017,-0.056,0.026,0.031,-0.007,0.017,0.000,0.032,0.057,0.009,0.013,0.014
2008-01-29 00:00:00,66.8119277954102,36.8414306640625,59.3335571289063,31.1839065551758,44.4289245605469,16.3162784576416,43.9338912963867,33.7153472900391,24.3540496826172,99.0665435791016,19.6498222351074,13.2369556427002,59.254020690918,12.6250925064087,39.0500526428223,31.2357749938965,17.6906814575195,32.082145690918,35.6681480407715,25.7113666534424,23.6782836914063,11.4375057220459,40.1884002685547,8.50079345703125,32.0032844543457,15.8960752487183,11.4721784591675,47.4491119384766,,0.038,0.008,0.043,0.018,0.011,-0.002,-0.003,0.009,-0.019,0.001,0.020,-0.010,0.011,0.010,-0.002,0.041,-0.014,-0.006,0.007,-0.025,-0.004,0.008,-0.009,0.041,-0.008,0.016,0.006,-0.001
2008-01-30 00:00:00,66.8937454223633,36.4868927001953,60.7333221435547,31.3846569061279,44.0747299194336,16.5197200775147,44.2689743041992,33.5731582641602,24.8698825836182,99.5796051025391,19.431568145752,13.2857732772827,59.0027122497559,12.7421073913574,38.5601463317871,31.169942855835,17.4550151824951,32.2465171813965,35.759578704834,24.7152576446533,23.387752532959,11.3980331420898,40.4431304931641,8.37964344024658,32.1376609802246,15.7030668258667,11.5072793960571,47.5606651306152,,0.001,-0.010,0.024,0.006,-0.008,0.012,0.008,-0.004,0.021,0.005,-0.011,0.004,-0.004,0.009,-0.013,-0.002,-0.013,0.005,0.003,-0.039,-0.012,-0.003,0.006,-0.014,0.004,-0.012,0.003,0.002
2008-01-31 00:00:00,67.6915512084961,37.8665046691895,60.9605293273926,32.8271141052246,45.7168960571289,16.6146564483643,44.2796287536621,34.33740234375,25.2335014343262,100.776573181152,20.2649116516113,13.3406934738159,59.8180694580078,12.9946098327637,39.1554908752441,31.2028636932373,17.8266544342041,33.8711624145508,36.4133338928223,24.6884937286377,23.6782836914063,11.5263252258301,40.6481857299805,8.63540363311768,32.3190841674805,15.945351600647,11.8771305084229,47.7949142456055,,0.012,0.038,0.004,0.046,0.037,0.006,0.000,0.023,0.015,0.012,0.043,0.004,0.014,0.020,0.015,0.001,0.021,0.050,0.018,-0.001,0.012,0.011,0.005,0.031,0.006,0.015,0.032,0.005
2008-02-01 00:00:00,70.1259155273438,38.2287712097168,60.6527061462402,33.4814186096191,46.2127685546875,16.9130420684815,43.8753967285156,35.4482078552246,25.9269161224365,103.056549072266,20.1392478942871,13.5542945861816,60.9182586669922,13.4072360992432,39.2919158935547,31.7623958587647,17.9052104949951,34.2757377624512,37.126522064209,24.6242198944092,22.116678237915,11.6398143768311,41.0396308898926,8.58828926086426,33.3471298217773,15.9125022888184,11.9801225662231,47.934326171875,,0.036,0.010,-0.005,0.020,0.011,0.018,-0.009,0.032,0.027,0.023,-0.006,0.016,0.018,0.032,0.003,0.018,0.004,0.012,0.020,-0.003,-0.066,0.010,0.010,-0.005,0.032,-0.002,0.009,0.003
